gene_id,locus_tag,gene_symbol,product,functional_category,pathway,interpretation_hint,annotation_source
GENE_0198,SIM_RS00198,tf198,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0199,SIM_RS00199,gst199,Glutathione transferase-like stress protein,stress response,oxidative stress response,Stress-associated response during nutrient limitation,synthetic_teaching_annotation
GENE_0200,SIM_RS00200,usp200,Universal stress protein,stress response,general stress response,General stress marker induced by treatment,synthetic_teaching_annotation
GENE_0201,SIM_RS00201,hk201,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0202,SIM_RS00202,dna202,DNA replication protein,replication and repair,DNA replication,Reduced replication-associated expression suggests slower proliferation,synthetic_teaching_annotation
GENE_0203,SIM_RS00203,abc203,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0204,SIM_RS00204,tca204,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0205,SIM_RS00205,sec205,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0206,SIM_RS00206,rec206,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0207,SIM_RS00207,lip207,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0208,SIM_RS00208,tf208,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0209,SIM_RS00209,pep209,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0210,SIM_RS00210,nuo210,NADH dehydrogenase subunit,energy metabolism,respiration,Respiratory activity candidate reduced in treated cultures,synthetic_teaching_annotation
GENE_0211,SIM_RS00211,hk211,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0212,SIM_RS00212,met212,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0213,SIM_RS00213,abc213,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0214,SIM_RS00214,tca214,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0215,SIM_RS00215,sec215,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0216,SIM_RS00216,rec216,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0217,SIM_RS00217,ntr217,Nitrogen regulatory protein,regulation,nitrogen response,Candidate regulator activated during nitrogen limitation,synthetic_teaching_annotation
GENE_0218,SIM_RS00218,tf218,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0219,SIM_RS00219,pep219,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0220,SIM_RS00220,dna220,DNA replication protein,replication and repair,DNA replication,Reduced replication-associated expression suggests slower proliferation,synthetic_teaching_annotation
GENE_0221,SIM_RS00221,hk221,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0222,SIM_RS00222,met222,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0223,SIM_RS00223,abc223,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0224,SIM_RS00224,tca224,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0225,SIM_RS00225,sec225,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0226,SIM_RS00226,rec226,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0227,SIM_RS00227,lip227,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0228,SIM_RS00228,tf228,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0229,SIM_RS00229,pep229,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0230,SIM_RS00230,rps230,Small ribosomal subunit protein,translation,ribosome,Reduced ribosome expression is consistent with growth limitation,synthetic_teaching_annotation
GENE_0231,SIM_RS00231,hk231,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0232,SIM_RS00232,dna232,DNA replication protein,replication and repair,DNA replication,Reduced replication-associated expression suggests slower proliferation,synthetic_teaching_annotation
GENE_0233,SIM_RS00233,abc233,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0234,SIM_RS00234,tca234,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0235,SIM_RS00235,gln235,Glutamine synthetase family enzyme,amino acid metabolism,nitrogen assimilation,Supports assimilation of limited nitrogen sources,synthetic_teaching_annotation
GENE_0236,SIM_RS00236,rec236,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0237,SIM_RS00237,lip237,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0238,SIM_RS00238,tf238,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0239,SIM_RS00239,pep239,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0240,SIM_RS00240,cell240,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0241,SIM_RS00241,hk241,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0242,SIM_RS00242,met242,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0243,SIM_RS00243,abc243,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0244,SIM_RS00244,tca244,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0245,SIM_RS00245,sec245,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0246,SIM_RS00246,rec246,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0247,SIM_RS00247,lip247,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0248,SIM_RS00248,tf248,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0249,SIM_RS00249,pep249,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0250,SIM_RS00250,amt250,Ammonium transporter,transport,nitrogen acquisition,Higher expression suggests increased nitrogen scavenging,synthetic_teaching_annotation
GENE_0251,SIM_RS00251,hk251,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0252,SIM_RS00252,met252,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0253,SIM_RS00253,abc253,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0254,SIM_RS00254,tca254,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0255,SIM_RS00255,sec255,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0256,SIM_RS00256,rec256,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0257,SIM_RS00257,lip257,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0258,SIM_RS00258,amt258,Ammonium transporter,transport,nitrogen acquisition,Higher expression suggests increased nitrogen scavenging,synthetic_teaching_annotation
GENE_0259,SIM_RS00259,pep259,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0260,SIM_RS00260,rps260,Small ribosomal subunit protein,translation,ribosome,Reduced ribosome expression is consistent with growth limitation,synthetic_teaching_annotation
GENE_0261,SIM_RS00261,hk261,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0262,SIM_RS00262,met262,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0263,SIM_RS00263,abc263,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0264,SIM_RS00264,tca264,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0265,SIM_RS00265,rpl265,Large ribosomal subunit protein,translation,ribosome,Lower expression can indicate slower growth,synthetic_teaching_annotation
GENE_0266,SIM_RS00266,amt266,Ammonium transporter,transport,nitrogen acquisition,Higher expression suggests increased nitrogen scavenging,synthetic_teaching_annotation
GENE_0267,SIM_RS00267,lip267,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0268,SIM_RS00268,tf268,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0269,SIM_RS00269,pep269,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0270,SIM_RS00270,cell270,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0271,SIM_RS00271,hk271,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0272,SIM_RS00272,rps272,Small ribosomal subunit protein,translation,ribosome,Reduced ribosome expression is consistent with growth limitation,synthetic_teaching_annotation
GENE_0273,SIM_RS00273,abc273,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0274,SIM_RS00274,tca274,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0275,SIM_RS00275,sec275,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0276,SIM_RS00276,rec276,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0277,SIM_RS00277,ure277,Urea utilization protein,energy and nutrient metabolism,nitrogen acquisition,Suggests activation of alternative nitrogen uptake,synthetic_teaching_annotation
GENE_0278,SIM_RS00278,tf278,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0279,SIM_RS00279,pep279,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0280,SIM_RS00280,usp280,Universal stress protein,stress response,general stress response,General stress marker induced by treatment,synthetic_teaching_annotation
GENE_0281,SIM_RS00281,hk281,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0282,SIM_RS00282,met282,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0283,SIM_RS00283,gln283,Glutamine synthetase family enzyme,amino acid metabolism,nitrogen assimilation,Supports assimilation of limited nitrogen sources,synthetic_teaching_annotation
GENE_0284,SIM_RS00284,tca284,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0285,SIM_RS00285,sec285,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0286,SIM_RS00286,rec286,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0287,SIM_RS00287,lip287,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0288,SIM_RS00288,usp288,Universal stress protein,stress response,general stress response,General stress marker induced by treatment,synthetic_teaching_annotation
GENE_0289,SIM_RS00289,rpl289,Large ribosomal subunit protein,translation,ribosome,Lower expression can indicate slower growth,synthetic_teaching_annotation
GENE_0290,SIM_RS00290,cell290,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0291,SIM_RS00291,hk291,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0292,SIM_RS00292,met292,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0293,SIM_RS00293,atp293,ATP synthase subunit,energy metabolism,oxidative phosphorylation,Energy metabolism candidate reduced under treatment,synthetic_teaching_annotation
GENE_0294,SIM_RS00294,tca294,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0295,SIM_RS00295,sec295,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0296,SIM_RS00296,rec296,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0297,SIM_RS00297,ntr297,Nitrogen regulatory protein,regulation,nitrogen response,Candidate regulator activated during nitrogen limitation,synthetic_teaching_annotation
GENE_0298,SIM_RS00298,tf298,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0299,SIM_RS00299,gln299,Glutamine synthetase family enzyme,amino acid metabolism,nitrogen assimilation,Supports assimilation of limited nitrogen sources,synthetic_teaching_annotation
GENE_0300,SIM_RS00300,cell300,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0301,SIM_RS00301,hk301,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0302,SIM_RS00302,met302,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0303,SIM_RS00303,abc303,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0304,SIM_RS00304,tca304,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0305,SIM_RS00305,sec305,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0306,SIM_RS00306,rec306,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0307,SIM_RS00307,lip307,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0308,SIM_RS00308,tf308,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0309,SIM_RS00309,pep309,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0310,SIM_RS00310,cell310,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0311,SIM_RS00311,gst311,Glutathione transferase-like stress protein,stress response,oxidative stress response,Stress-associated response during nutrient limitation,synthetic_teaching_annotation
GENE_0312,SIM_RS00312,met312,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0313,SIM_RS00313,abc313,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0314,SIM_RS00314,amt314,Ammonium transporter,transport,nitrogen acquisition,Higher expression suggests increased nitrogen scavenging,synthetic_teaching_annotation
GENE_0315,SIM_RS00315,sec315,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0316,SIM_RS00316,nas316,Nitrate/nitrite assimilation protein,energy and nutrient metabolism,nitrogen assimilation,Consistent with use of alternative nitrogen sources,synthetic_teaching_annotation
GENE_0317,SIM_RS00317,lip317,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0318,SIM_RS00318,tf318,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0319,SIM_RS00319,pep319,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0320,SIM_RS00320,cell320,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0321,SIM_RS00321,fts321,Cell division protein,cell cycle,cell division,Lower expression suggests reduced cell division activity,synthetic_teaching_annotation
GENE_0322,SIM_RS00322,met322,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0323,SIM_RS00323,abc323,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0324,SIM_RS00324,tca324,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0325,SIM_RS00325,sec325,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0326,SIM_RS00326,rec326,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0327,SIM_RS00327,lip327,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0328,SIM_RS00328,dna328,DNA replication protein,replication and repair,DNA replication,Reduced replication-associated expression suggests slower proliferation,synthetic_teaching_annotation
GENE_0329,SIM_RS00329,pep329,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0330,SIM_RS00330,cell330,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0331,SIM_RS00331,hk331,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0332,SIM_RS00332,met332,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0333,SIM_RS00333,abc333,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0334,SIM_RS00334,tca334,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0335,SIM_RS00335,sec335,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0336,SIM_RS00336,rec336,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0337,SIM_RS00337,lip337,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0338,SIM_RS00338,tf338,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0339,SIM_RS00339,gln339,Glutamine synthetase family enzyme,amino acid metabolism,nitrogen assimilation,Supports assimilation of limited nitrogen sources,synthetic_teaching_annotation
GENE_0340,SIM_RS00340,nas340,Nitrate/nitrite assimilation protein,energy and nutrient metabolism,nitrogen assimilation,Consistent with use of alternative nitrogen sources,synthetic_teaching_annotation
GENE_0341,SIM_RS00341,hk341,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0342,SIM_RS00342,met342,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0343,SIM_RS00343,abc343,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0344,SIM_RS00344,tca344,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0345,SIM_RS00345,fts345,Cell division protein,cell cycle,cell division,Lower expression suggests reduced cell division activity,synthetic_teaching_annotation
GENE_0346,SIM_RS00346,rec346,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0347,SIM_RS00347,atp347,ATP synthase subunit,energy metabolism,oxidative phosphorylation,Energy metabolism candidate reduced under treatment,synthetic_teaching_annotation
GENE_0348,SIM_RS00348,tf348,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0349,SIM_RS00349,pep349,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0350,SIM_RS00350,cell350,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0351,SIM_RS00351,fts351,Cell division protein,cell cycle,cell division,Lower expression suggests reduced cell division activity,synthetic_teaching_annotation
GENE_0352,SIM_RS00352,met352,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0353,SIM_RS00353,abc353,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0354,SIM_RS00354,tca354,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0355,SIM_RS00355,rpl355,Large ribosomal subunit protein,translation,ribosome,Lower expression can indicate slower growth,synthetic_teaching_annotation
GENE_0356,SIM_RS00356,rec356,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0357,SIM_RS00357,lip357,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0358,SIM_RS00358,tf358,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0359,SIM_RS00359,pep359,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0360,SIM_RS00360,cell360,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0361,SIM_RS00361,hk361,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0362,SIM_RS00362,rps362,Small ribosomal subunit protein,translation,ribosome,Reduced ribosome expression is consistent with growth limitation,synthetic_teaching_annotation
GENE_0363,SIM_RS00363,abc363,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0364,SIM_RS00364,tca364,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0365,SIM_RS00365,sec365,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0366,SIM_RS00366,rec366,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0367,SIM_RS00367,lip367,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0368,SIM_RS00368,tf368,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0369,SIM_RS00369,pep369,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0370,SIM_RS00370,cell370,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0371,SIM_RS00371,atp371,ATP synthase subunit,energy metabolism,oxidative phosphorylation,Energy metabolism candidate reduced under treatment,synthetic_teaching_annotation
GENE_0372,SIM_RS00372,met372,Central metabolism enzyme,central metabolism,core metabolism,Housekeeping-like metabolic function,synthetic_teaching_annotation
GENE_0373,SIM_RS00373,abc373,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0374,SIM_RS00374,tca374,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0375,SIM_RS00375,sec375,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0376,SIM_RS00376,dna376,DNA replication protein,replication and repair,DNA replication,Reduced replication-associated expression suggests slower proliferation,synthetic_teaching_annotation
GENE_0377,SIM_RS00377,ntr377,Nitrogen regulatory protein,regulation,nitrogen response,Candidate regulator activated during nitrogen limitation,synthetic_teaching_annotation
GENE_0378,SIM_RS00378,tf378,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0379,SIM_RS00379,pep379,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0380,SIM_RS00380,cell380,Cell envelope biogenesis protein,cell envelope,cell wall and envelope,Cell surface or envelope function,synthetic_teaching_annotation
GENE_0381,SIM_RS00381,hk381,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0382,SIM_RS00382,dna382,DNA replication protein,replication and repair,DNA replication,Reduced replication-associated expression suggests slower proliferation,synthetic_teaching_annotation
GENE_0383,SIM_RS00383,abc383,ABC transporter permease,transport,membrane transport,Generic transport function,synthetic_teaching_annotation
GENE_0384,SIM_RS00384,tca384,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
GENE_0385,SIM_RS00385,sec385,Protein export component,protein processing,protein secretion,Protein localization and secretion function,synthetic_teaching_annotation
GENE_0386,SIM_RS00386,rec386,DNA repair protein,replication and repair,DNA repair,Genome maintenance function,synthetic_teaching_annotation
GENE_0387,SIM_RS00387,lip387,Lipid metabolism enzyme,lipid metabolism,membrane lipid metabolism,Cell envelope or membrane metabolism candidate,synthetic_teaching_annotation
GENE_0388,SIM_RS00388,tf388,Transcriptional regulator,regulation,transcription regulation,Regulatory protein; check neighboring genes or pathway context,synthetic_teaching_annotation
GENE_0389,SIM_RS00389,pep389,Peptidase family protein,protein turnover,proteolysis,Protein turnover function,synthetic_teaching_annotation
GENE_0390,SIM_RS00390,nar390,Nitrate transporter-associated protein,transport,nitrogen acquisition,Transport candidate induced by nitrogen limitation,synthetic_teaching_annotation
GENE_0391,SIM_RS00391,hk391,Conserved hypothetical protein,uncharacterized,unknown,No specific interpretation; inspect only if statistically strong,synthetic_teaching_annotation
GENE_0392,SIM_RS00392,usp392,Universal stress protein,stress response,general stress response,General stress marker induced by treatment,synthetic_teaching_annotation
GENE_0393,SIM_RS00393,ntr393,Nitrogen regulatory protein,regulation,nitrogen response,Candidate regulator activated during nitrogen limitation,synthetic_teaching_annotation
GENE_0394,SIM_RS00394,tca394,Tricarboxylic acid cycle enzyme,energy metabolism,TCA cycle,Core energy metabolism annotation,synthetic_teaching_annotation
